306.57000732421875,311.5899963378906,300.92999267578125,304.5799865722656,1291700,0,0
309.20001220703125,309.5199890136719,295.1700134277344,295.239990234375,997400,0,0
285.7799987792969,311.1400146484375,283.2099914550781,310.3599853515625,1507200,0,0
310.0,318.4200134277344,305.2900085449219,317.5799865722656,937000,0,0
312.4200134277344,320.42999267578125,311.3299865722656,319.94000244140625,1284700,0,0
321.1099853515625,326.0199890136719,313.29998779296875,315.17999267578125,1236600,0,0
317.3900146484375,330.7799987792969,316.760009765625,330.07000732421875,1360900,0,0
330.6600036621094,331.5,320.5,322.8399963378906,1094100,0,0
321.260009765625,323.989990234375,314.5400085449219,320.5799865722656,1131000,0,0
322.6300048828125,324.4700012207031,301.8699951171875,302.3800048828125,1452500,0,0
301.8599853515625,306.010009765625,292.19000244140625,296.5199890136719,1637300,0,0
305.9200134277344,306.7900085449219,301.2200012207031,305.82000732421875,1574300,0,0
300.0,303.9800109863281,297.5199890136719,301.739990234375,934700,0,0
306.1300048828125,306.1300048828125,291.3800048828125,291.54998779296875,978400,0,0
290.6700134277344,293.760009765625,283.0,289.239990234375,1459100,0,0
284.1300048828125,293.010009765625,278.0,289.9200134277344,1734300,0,0
297.1199951171875,306.3900146484375,292.25,305.1000061035156,1252200,0,0
304.0299987792969,309.7699890136719,300.2200012207031,307.6000061035156,858800,0,0
304.9100036621094,317.5299987792969,304.75,316.92999267578125,1272400,0,0
